gid,priority_score,reason,request
100000002109656100,0.47383387,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002644285100,0.47383387,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005474472100,0.47364726,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005287097100,0.47335286,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002990675100,0.47331763,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008388049100,0.47328174,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002567887100,0.47319832,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001202637100,0.47286947,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003128638100,0.47283825,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003293377100,0.47271799,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007539296100,0.47257739,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007865484100,0.47253879,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002794374100,0.4724382,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002670960100,0.47236012,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007071852100,0.47209445,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008200810100,0.47202911,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003275398100,0.47198998,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003186579100,0.47182862,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004192865100,0.47167755,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002459093100,0.47146462,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002723439100,0.47135436,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000470237100,0.47129122,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003664994100,0.47103763,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007811950100,0.47095642,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003132484100,0.47093926,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002956779100,0.47086529,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008587459100,0.47055544,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004596284100,0.47054936,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004691350100,0.47051791,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004629688100,0.47041857,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003366154100,0.47007277,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004019056100,0.46995553,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004326224100,0.46989938,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004674412100,0.46978578,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007042175100,0.46963248,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008190411100,0.46949837,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002242066100,0.4694323,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002119762100,0.46909873,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003370425100,0.46871335,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008735802100,0.46826031,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005034574100,0.4678243,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005360814100,0.46745849,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003190207100,0.46727845,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008722541100,0.46727781,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001427082100,0.46697965,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001220124100,0.4668622,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002832753100,0.46678517,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007749747100,0.46676357,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008757301100,0.46664492,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008619159100,0.46629501,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003345947100,0.46620521,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003061115100,0.46617992,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004673335100,0.46614554,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004260869100,0.46609416,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001845505100,0.46591086,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000404740100,0.46560111,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003568904100,0.46558075,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004368189100,0.46550624,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008027922100,0.4654414,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003199390100,0.46533798,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004921657100,0.46509064,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001985793100,0.46484799,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002971593100,0.46445841,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000634341100,0.46438668,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003865939100,0.46429506,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008172721100,0.46415831,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007153161100,0.46411063,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002748511100,0.46390908,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003646145100,0.46341971,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007864477100,0.46329029,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000896111100,0.46323979,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008343415100,0.46323356,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000583220100,0.46288244,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000608031100,0.46287588,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003922499100,0.4628203,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002599729100,0.46276759,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004765639100,0.46225416,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004732589100,0.46217044,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007653094100,0.46195019,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004580202100,0.46182365,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005367180100,0.46161711,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003589877100,0.46158215,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005527892100,0.46141587,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008761219100,0.46138596,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003031890100,0.46110393,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003016438100,0.46096787,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008551752100,0.46077461,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008740295100,0.46076085,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005910895100,0.46071679,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002448088100,0.46070839,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008497298100,0.46050497,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008739887100,0.46030687,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002258492100,0.46009422,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005037490100,0.4600782,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004979264100,0.46007477,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004777215100,0.4596903,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005495211100,0.45952387,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004798515100,0.45931414,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004791226100,0.45930499,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008417359100,0.45899417,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000007283257100,0.45890486,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006989106100,0.45878618,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002217806100,0.45853278,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008188026100,0.45846554,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008223661100,0.45843496,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003486846100,0.45829957,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001130553100,0.45826519,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004241142100,0.45727633,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004222274100,0.456839,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004549591100,0.45597221,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008596924100,0.4557647,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005849862100,0.4555697,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005878334100,0.45546128,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002306369100,0.45538033,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002958345100,0.45521504,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005010159100,0.45511091,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002509598100,0.45502587,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002653187100,0.45486256,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005226217100,0.45470006,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008336318100,0.45467649,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008308418100,0.45467528,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004285800100,0.45465648,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001788284100,0.45463103,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003207060100,0.45449363,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007867364100,0.45445004,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003500764100,0.45420749,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007034089100,0.45413556,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005895525100,0.45404042,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001733216100,0.45391851,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002505277100,0.45391851,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000723383100,0.45379621,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004800452100,0.45376515,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004265639100,0.45368313,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004235471100,0.45360346,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006512787100,0.45356656,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003034546100,0.45350481,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004988240100,0.45343311,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002514975100,0.45340849,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001957974100,0.45335023,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003289405100,0.45326056,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002659103100,0.45284628,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002320495100,0.45256698,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005783452100,0.45234527,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008677368100,0.45214375,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004379306100,0.45204919,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001965374100,0.45192874,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005497148100,0.45164202,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001270349100,0.4513782,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008628231100,0.45101595,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000981693100,0.45076874,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006257675100,0.45076168,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002462183100,0.45061054,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008583360100,0.45058177,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008327791100,0.45046759,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002821425100,0.44991594,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002728246100,0.44987975,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003072205100,0.44951079,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003091142100,0.44938,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003232675100,0.44936739,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006416061100,0.44926378,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003968044100,0.44915625,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002170580100,0.44872631,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002659265100,0.44867176,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008337304100,0.44864628,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003823811100,0.44835622,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005041147100,0.44827832,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006693788100,0.4482773,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003838587100,0.4481388,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008675322100,0.44801045,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005782886100,0.44793692,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001270470100,0.44764305,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004232712100,0.44756809,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006490615100,0.44750619,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003631015100,0.44739031,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001056414100,0.44692585,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004569637100,0.44684799,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001052945100,0.44646603,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001598625100,0.44608376,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002369454100,0.44608376,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003321895100,0.44584476,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002994441100,0.44579317,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003031761100,0.44551097,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005079754100,0.44537734,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004800648100,0.44532622,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003481025100,0.4452368,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007997939100,0.44519643,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004571634100,0.44490306,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006171671100,0.44480857,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001954534100,0.44461818,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004715209100,0.44453733,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000006706519100,0.44447005,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004976946100,0.44446857,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002516862100,0.44444162,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005888829100,0.44420052,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008418934100,0.44381663,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007357489100,0.44381344,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002185328100,0.44328837,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005723580100,0.44328195,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002478829100,0.44319681,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006689603100,0.44298372,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004906181100,0.44241009,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001232297100,0.4422569,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005048668100,0.44220769,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001477796100,0.44172728,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001065481100,0.44139859,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004013952100,0.44090937,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008699083100,0.44077874,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002731501100,0.44053439,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005745873100,0.44037733,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008649416100,0.44005473,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002529877100,0.43971954,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008490127100,0.43945896,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008255655100,0.43942566,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000369781100,0.43938747,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002886166100,0.43925066,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000724540100,0.43892402,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004472936100,0.43892039,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002227989100,0.43882012,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002842337100,0.43873222,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005293969100,0.43870326,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004991593100,0.43868882,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008514970100,0.43856894,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002241986100,0.43852866,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003626268100,0.4381864,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002734815100,0.43807616,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003010908100,0.43797506,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002208836100,0.43797217,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004261340100,0.43783548,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000299820100,0.43766889,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000640800100,0.43737669,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000831684100,0.43726344,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003904497100,0.4372378,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004788983100,0.43721416,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007988344100,0.43701851,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001533161100,0.43681007,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000413678100,0.43656139,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002752565100,0.43626633,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003133045100,0.43620788,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004077081100,0.43615134,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004674389100,0.43584566,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004747154100,0.43583334,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002540623100,0.43581363,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002733905100,0.43560208,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003632533100,0.43520003,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002695812100,0.43480513,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001276409100,0.43464191,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001893287100,0.43441445,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003457710100,0.4342477,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004491749100,0.4340614,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005567828100,0.43401333,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007731977100,0.4339235,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002958286100,0.4337779,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002513028100,0.43340695,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002404112100,0.43340027,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000737152100,0.43286181,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004420041100,0.43277709,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003447411100,0.432136,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005481280100,0.43200922,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003230328100,0.43182148,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004167082100,0.43175012,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008588665100,0.43137068,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002633701100,0.43135135,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001822650100,0.43121527,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002713974100,0.43118774,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008583971100,0.4311539,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005979037100,0.43112356,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006866831100,0.43108458,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
